decade,genre,bad word,number of appearance 
2000,Adventure,fire,38
2000,Adventure,killed,56
2000,Adventure,fat,11
2000,Adventure,stupid,23
2000,Adventure,burn,19
2000,Adventure,knife,5
2000,Adventure,lies,16
2000,Adventure,reject,2
2000,Adventure,fairy,9
2000,Adventure,died,32
2000,Adventure,disturbed,2
2000,Adventure,tongue,5
2000,Adventure,shoot,34
2000,Adventure,stroke,1
2000,Adventure,gross,1
2000,Adventure,blow,32
2000,Adventure,kid,40
2000,Adventure,suck,6
2000,Adventure,fear,28
2000,Adventure,destroy,24
2000,Adventure,failed,6
2000,Adventure,gun,19
2000,Adventure,weapon,5
2000,Adventure,remains,8
2000,Adventure,murder,9
2000,Adventure,bigger,16
2000,Adventure,faith,21
2000,Adventure,dumb,13
2000,Adventure,bombs,3
2000,Adventure,fucked,10
2000,Adventure,fuck,63
2000,Adventure,pissed,7
2000,Adventure,damn,62
2000,Adventure,ass,41
2000,Adventure,goddamn,24
2000,Adventure,asshole,6
2000,Adventure,angry,8
2000,Adventure,balls,5
2000,Adventure,fucking,88
2000,Adventure,shit,39
2000,Adventure,marijuana,3
2000,Adventure,girls,24
2000,Adventure,killing,15
2000,Adventure,dick,7
2000,Adventure,sex,13
2000,Adventure,dope,2
2000,Adventure,desire,7
2000,Adventure,enemy,12
2000,Adventure,laid,7
2000,Adventure,children's,3
2000,Adventure,idiot,5
2000,Adventure,dirty,8
2000,Adventure,assault,3
2000,Adventure,devil,6
2000,Adventure,servant,4
2000,Adventure,fight,31
2000,Adventure,doom,2
2000,Adventure,death,25
2000,Adventure,horn,1
2000,Adventure,shag,1
2000,Adventure,hell,124
2000,Adventure,crap,8
2000,Adventure,panties,1
2000,Adventure,sperm,2
2000,Adventure,bullshit,8
2000,Adventure,spit,7
2000,Adventure,nigga,7
2000,Adventure,pissing,2
2000,Adventure,pimp,2
2000,Adventure,drug,14
2000,Adventure,deposit,1
2000,Adventure,black,16
2000,Adventure,bitch,17
2000,Adventure,naked,2
2000,Adventure,firing,6
2000,Adventure,whorehouse,1
2000,Adventure,bitches,2
2000,Adventure,murderer,4
2000,Adventure,faeces,1
2000,Adventure,toilet,2
2000,Adventure,assassinate,3
2000,Adventure,crimes,1
2000,Adventure,buried,6
2000,Adventure,funeral,3
2000,Adventure,sick,13
2000,Adventure,hook,8
2000,Adventure,scum,2
2000,Adventure,goddamned,1
2000,Adventure,assholes,2
2000,Adventure,torture,7
2000,Adventure,criminals,1
2000,Adventure,shitting,3
2000,Adventure,cum,1
2000,Adventure,hole,8
2000,Adventure,sniper,2
2000,Adventure,cigarette,5
2000,Adventure,kills,8
2000,Adventure,hobo,1
2000,Adventure,blind,6
2000,Adventure,god,7
2000,Adventure,coloured,1
2000,Adventure,harder,4
2000,Adventure,horny,2
2000,Adventure,whore,3
2000,Adventure,slave,3
2000,Adventure,lynch,1
2000,Adventure,fucks,3
2000,Adventure,shooting,5
2000,Adventure,fuckers,2
2000,Adventure,shits,4
2000,Adventure,prick,2
2000,Adventure,nasty,3
2000,Adventure,boobs,3
2000,Adventure,pussies,1
2000,Adventure,joint,5
2000,Adventure,sucker,1
2000,Adventure,propaganda,2
2000,Adventure,disease,3
2000,Adventure,diseases,1
2000,Adventure,crack,4
2000,Adventure,color,2
2000,Adventure,hostage,7
2000,Adventure,smack,2
2000,Adventure,piss,3
2000,Adventure,pussy,2
2000,Adventure,screw,3
2000,Adventure,sexual,3
2000,Adventure,church,4
2000,Adventure,banging,1
2000,Adventure,bomb,10
2000,Adventure,tramp,1
2000,Adventure,adult,2
2000,Adventure,masturbate,2
2000,Adventure,masturbating,1
2000,Adventure,rape,1
2000,Adventure,whites,2
2000,Adventure,babe,6
2000,Adventure,cancer,1
2000,Adventure,backdoor,2
2000,Adventure,beast,1
2000,Adventure,doo-doo,1
2000,Adventure,racist,1
2000,Adventure,liquor,1
2000,Adventure,fucker,1
2000,Adventure,motherfucking,9
2000,Adventure,motherfucker,2
2000,Adventure,racial,1
2000,Adventure,pistol,1
2000,Adventure,slime,1
2000,Adventure,assassin,3
2000,Adventure,poo,2
2000,Adventure,escort,2
2000,Adventure,assassination,3
2000,Adventure,radical,2
2000,Adventure,corruption,3
2000,Adventure,geezer,1
2000,Adventure,babies,17
2000,Adventure,sweetness,1
2000,Adventure,jiggy,1
2000,Adventure,pixie,6
2000,Adventure,crime,4
2000,Adventure,chin,1
2000,Adventure,horseshit,1
2000,Adventure,pee,1
2000,Adventure,puke,2
2000,Adventure,porn,1
2000,Adventure,cocky,2
2000,Adventure,women's,1
2000,Adventure,refugee,2
2000,Adventure,snatch,1
2000,Adventure,fu,2
2000,Adventure,dies,2
2000,Adventure,moron,1
2000,Adventure,illegal,1
2000,Adventure,crappy,1
2000,Adventure,hijack,1
2000,Adventure,crash,6
2000,Adventure,dive,1
2000,Adventure,loser,1
2000,Adventure,butt,1
2000,Adventure,crapper,1
2000,Adventure,lotion,3
2000,Adventure,executed,1
2000,Adventure,mofo,1
2000,Adventure,bong,1
2000,Adventure,boner,1
2000,Adventure,sooty,1
2000,Adventure,testicles,1
2000,Adventure,raped,1
2000,Adventure,semen,1
2000,Adventure,cock,2
2000,Adventure,amateur,1
2000,Adventure,fungus,1
2000,Adventure,homo,1
2000,Adventure,welfare,1
2000,Adventure,conspiracy,1
2000,Adventure,failure,3
2000,Adventure,suicide,1
2000,Adventure,jackass,1
2000,Adventure,snot,1
2000,Adventure,virgin,1
2000,Adventure,weenie,1
2000,Adventure,execute,1
2000,Adventure,queer,1
2000,Adventure,terror,2
2000,Adventure,sob,1
2000,Adventure,cocaine,2
decade,genre,bad word,number of appearance
2000,Action,bong,1
2000,Action,killing,46
2000,Action,sex,31
2000,Action,fuck,175
2000,Action,shit,133
2000,Action,cock,4
2000,Action,fucking,242
2000,Action,suck,12
2000,Action,illegal,5
2000,Action,hole,15
2000,Action,porn,5
2000,Action,loser,4
2000,Action,fucked,30
2000,Action,hell,283
2000,Action,gun,89
2000,Action,pee,4
2000,Action,ass,124
2000,Action,shoot,107
2000,Action,bomb,19
2000,Action,crack,10
2000,Action,killed,173
2000,Action,sucker,6
2000,Action,kill,382
2000,Action,faith,17
2000,Action,drug,18
2000,Action,blind,11
2000,Action,failed,9
2000,Action,murder,45
2000,Action,crime,18
2000,Action,hijack,1
2000,Action,execute,4
2000,Action,nuke,2
2000,Action,attack,17
2000,Action,die,97
2000,Action,goddamn,70
2000,Action,explosion,2
2000,Action,terrorist,3
2000,Action,bombing,2
2000,Action,died,53
2000,Action,death,42
2000,Action,pissing,3
2000,Action,stupid,55
2000,Action,fight,59
2000,Action,criminals,6
2000,Action,mad,20
2000,Action,piss,15
2000,Action,fat,19
2000,Action,motherfucking,13
2000,Action,blow,60
2000,Action,dead,123
2000,Action,screw,12
2000,Action,heroin,8
2000,Action,pros,1
2000,Action,damn,133
2000,Action,idiot,10
2000,Action,titties,2
2000,Action,asses,5
2000,Action,kid,52
2000,Action,homicide,6
2000,Action,devil,13
2000,Action,shitting,10
2000,Action,balls,13
2000,Action,assholes,3
2000,Action,dirty,14
2000,Action,black,50
2000,Action,nipple,1
2000,Action,masturbating,3
2000,Action,masturbate,3
2000,Action,toilet,5
2000,Action,gay,9
2000,Action,semen,1
2000,Action,homosexual,1
2000,Action,faggot,1
2000,Action,shooting,28
2000,Action,fire,57
2000,Action,abortion,1
2000,Action,dumb,17
2000,Action,coloured,2
2000,Action,desire,10
2000,Action,enemy,21
2000,Action,destroy,26
2000,Action,laid,15
2000,Action,children's,4
2000,Action,assault,5
2000,Action,fear,30
2000,Action,servant,8
2000,Action,doom,2
2000,Action,tongue,7
2000,Action,weapon,10
2000,Action,lies,11
2000,Action,demon,2
2000,Action,remains,8
2000,Action,horn,2
2000,Action,joint,8
2000,Action,bigger,24
2000,Action,cocktail,3
2000,Action,sick,34
2000,Action,crap,15
2000,Action,burn,27
2000,Action,buried,13
2000,Action,whiz,1
2000,Action,bullshit,17
2000,Action,banging,5
2000,Action,swallow,6
2000,Action,pissed,15
2000,Action,drunk,10
2000,Action,sob,2
2000,Action,killer,15
2000,Action,blackout,3
2000,Action,bitch,32
2000,Action,shag,1
2000,Action,panties,1
2000,Action,sperm,1
2000,Action,spit,4
2000,Action,nigga,8
2000,Action,pimp,4
2000,Action,deposit,2
2000,Action,asshole,13
2000,Action,naked,11
2000,Action,firing,11
2000,Action,whorehouse,1
2000,Action,bitches,6
2000,Action,ho,8
2000,Action,murderer,5
2000,Action,faeces,1
2000,Action,assassinate,3
2000,Action,crimes,2
2000,Action,peck,1
2000,Action,scum,3
2000,Action,kills,17
2000,Action,crash,24
2000,Action,period,1
2000,Action,cigarette,6
2000,Action,stroke,1
2000,Action,whiskey,1
2000,Action,motherfucker,7
2000,Action,whites,3
2000,Action,dick,11
2000,Action,hook,10
2000,Action,booty,2
2000,Action,rape,10
2000,Action,slave,6
2000,Action,dope,3
2000,Action,cocksucker,3
2000,Action,color,4
2000,Action,girls,35
2000,Action,pussy,2
2000,Action,fairy,12
2000,Action,cancer,4
2000,Action,virgin,3
2000,Action,wop,1
2000,Action,boobs,2
2000,Action,tampon,1
2000,Action,slut,1
2000,Action,pot,2
2000,Action,sexual,5
2000,Action,sexy,14
2000,Action,slaughter,2
2000,Action,pee-pee,2
2000,Action,condom,1
2000,Action,whore,5
2000,Action,raped,2
2000,Action,butt,5
2000,Action,bigass,1
2000,Action,cocky,2
2000,Action,spank,2
2000,Action,church,8
2000,Action,sniper,4
2000,Action,violence,3
2000,Action,knife,10
2000,Action,jerkoff,1
2000,Action,cunt,1
2000,Action,babies,2
2000,Action,commie,1
2000,Action,communist,1
2000,Action,transvestite,2
2000,Action,poo,3
2000,Action,suicide,5
2000,Action,nasty,6
2000,Action,goddamned,2
2000,Action,torture,8
2000,Action,cum,1
2000,Action,retarded,1
2000,Action,testicles,1
2000,Action,angry,13
2000,Action,hostage,10
2000,Action,welfare,2
2000,Action,vagina,1
2000,Action,hobo,1
2000,Action,god,6
2000,Action,harder,5
2000,Action,horny,2
2000,Action,lynch,1
2000,Action,criminal,14
2000,Action,fucks,4
2000,Action,fuckers,3
2000,Action,shits,5
2000,Action,prick,4
2000,Action,pussies,1
2000,Action,propaganda,2
2000,Action,terror,3
2000,Action,hooker,2
2000,Action,cocksucking,1
2000,Action,fucker,3
2000,Action,fu,3
2000,Action,funeral,3
2000,Action,smack,5
2000,Action,beast,3
2000,Action,liquor,6
2000,Action,tramp,1
2000,Action,adult,2
2000,Action,babe,4
2000,Action,backdoor,3
2000,Action,doo-doo,1
2000,Action,geezer,2
2000,Action,women's,3
2000,Action,dies,6
2000,Action,crotch,1
2000,Action,escort,6
2000,Action,racist,1
2000,Action,racial,1
2000,Action,liberal,1
2000,Action,nigger,1
2000,Action,penthouse,1
2000,Action,assassin,3
2000,Action,assassination,4
2000,Action,radical,3
2000,Action,corruption,3
2000,Action,arse,1
2000,Action,gross,1
2000,Action,twink,2
2000,Action,orgy,1
2000,Action,orgies,1
2000,Action,failure,5
2000,Action,sissy,1
2000,Action,fart,1
2000,Action,puke,1
2000,Action,crabs,1
2000,Action,chin,3
2000,Action,turd,1
2000,Action,poop,1
2000,Action,shithouse,1
2000,Action,boob,1
2000,Action,jiggy,1
2000,Action,boom,2
2000,Action,nookie,1
2000,Action,crappy,2
2000,Action,honk,1
2000,Action,dive,1
2000,Action,showtime,6
2000,Action,perv,1
2000,Action,porno,2
2000,Action,moron,2
2000,Action,tits,1
2000,Action,refugee,2
2000,Action,snatch,1
2000,Action,disease,2
2000,Action,lowlife,1
2000,Action,homo,1
2000,Action,premature,1
2000,Action,hookers,1
2000,Action,pistol,13
2000,Action,abuse,1
2000,Action,disturbed,1
2000,Action,conspiracy,1
2000,Action,fetish,1
2000,Action,anal,1
2000,Action,vomit,1
2000,Action,gin,1
2000,Action,cemetery,2
2000,Action,bombers,1
2000,Action,bitching,1
2000,Action,jackass,1
2000,Action,snot,1
2000,Action,weenie,1
2000,Action,bombs,2
2000,Action,queer,1
2000,Action,execution,2
2000,Action,drunken,1
2000,Action,cocaine,2
decade,genre,bad word,number of appearance
2010,Western,shoot,17
2010,Western,dead,13
2010,Western,hell,13
2010,Western,die,4
2010,Western,fight,1
2010,Western,damn,16
2010,Western,shooting,8
2010,Western,attack,1
2010,Western,died,3
2010,Western,destroy,2
2010,Western,whiskey,4
2010,Western,gun,13
2010,Western,idiot,1
2010,Western,killed,16
2010,Western,fire,4
2010,Western,pistol,2
2010,Western,conspiracy,1
2010,Western,killing,7
2010,Western,kill,21
2010,Western,black,2
2010,Western,fear,5
2010,Western,stupid,1
2010,Western,weapon,1
2010,Western,murder,1
2010,Western,blow,3
2010,Western,ass,1
2010,Western,escort,1
2010,Western,fucking,1
2010,Western,death,3
2010,Western,crap,1
2010,Western,dirty,2
2010,Western,goddamn,4
2010,Western,angry,1
2010,Western,drunken,1
2010,Western,assassin,1
2010,Western,buried,2
2010,Western,killer,1
2010,Western,breast,1
2010,Western,pot,2
2010,Western,bigger,3
2010,Western,fairy,1
2010,Western,sick,1
2010,Western,children's,1
2010,Western,coon,5
2010,Western,harder,1
2010,Western,spit,2
2010,Western,burn,1
2010,Western,firing,2
2010,Western,kink,1
2010,Western,drug,1
2010,Western,tongue,5
2010,Western,cock,1
2010,Western,girls,1
2010,Western,fat,1
decade,genre,bad word,number of appearance
2010,War,killed,13
2010,War,attack,6
2010,War,shoot,14
2010,War,buried,2
2010,War,fire,19
2010,War,kill,16
2010,War,enemy,8
2010,War,dead,9
2010,War,joint,2
2010,War,bomb,2
2010,War,communist,2
2010,War,firing,4
2010,War,executed,2
2010,War,disturbed,1
2010,War,crack,1
2010,War,die,7
2010,War,fight,10
2010,War,balls,2
2010,War,fucking,58
2010,War,stupid,3
2010,War,ass,1
2010,War,fat,1
2010,War,damn,11
2010,War,porn,1
2010,War,crap,3
2010,War,hell,9
2010,War,gun,5
2010,War,tongue,1
2010,War,sick,7
2010,War,naked,1
2010,War,fuck,33
2010,War,hole,3
2010,War,fucked,4
2010,War,shooting,6
2010,War,pistol,2
2010,War,shit,14
2010,War,weapon,3
2010,War,transvestite,1
2010,War,pissed,2
2010,War,bombs,1
2010,War,suck,1
2010,War,asses,1
2010,War,fear,4
2010,War,dive,1
2010,War,sexy,2
2010,War,poop,1
2010,War,black,1
2010,War,destroy,2
2010,War,bitch,3
2010,War,laid,1
2010,War,killing,3
2010,War,jihad,2
2010,War,slave,1
2010,War,goddamn,3
2010,War,fuckers,1
2010,War,drunk,2
2010,War,knife,1
2010,War,dope,1
2010,War,stroke,1
2010,War,cancer,3
2010,War,pot,2
2010,War,assault,2
2010,War,sniper,2
2010,War,toilet,2
2010,War,execute,1
2010,War,ethnic,2
2010,War,hook,1
2010,War,piss,1
2010,War,kid,2
2010,War,disease,2
2010,War,whore,1
2010,War,rigger,1
2010,War,lies,1
2010,War,nasty,2
2010,War,dumb,1
2010,War,fairy,1
2010,War,adult,1
decade,genre,bad word,number of appearance
2010,TV,criminals,1
2010,TV,hell,2
2010,TV,american,11
2010,TV,conservative,1
2010,TV,fight,2
2010,TV,liberal,1
2010,TV,blow,1
2010,TV,kill,1
2010,TV,bullshit,1
2010,TV,killed,1
2010,TV,criminal,2
2010,TV,sex,3
2010,TV,european,2
2010,TV,stupid,1
2010,TV,oral,1
2010,TV,semen,1
2010,TV,fucking,2
2010,TV,sexual,2
2010,TV,conspiracy,1
2010,TV,god,1
2010,TV,harder,1
2010,TV,gun,1
2010,TV,death,1
2010,TV,assault,1
2010,TV,shit,1
2010,TV,bombing,3
2010,TV,died,1
2010,TV,attack,2
2010,TV,failure,1
2010,TV,bombs,1
2010,TV,fat,1
decade,genre,bad word,number of appearance
2010,Thriller,died,66
2010,Thriller,funeral,10
2010,Thriller,fuck,264
2010,Thriller,shooting,30
2010,Thriller,fucked,35
2010,Thriller,drug,29
2010,Thriller,fucking,447
2010,Thriller,arse,5
2010,Thriller,shoot,65
2010,Thriller,bigger,14
2010,Thriller,bitch,29
2010,Thriller,drunk,8
2010,Thriller,gay,6
2010,Thriller,kills,10
2010,Thriller,dead,111
2010,Thriller,marijuana,2
2010,Thriller,angry,9
2010,Thriller,girls,29
2010,Thriller,blow,29
2010,Thriller,fight,85
2010,Thriller,kill,390
2010,Thriller,death,65
2010,Thriller,shit,133
2010,Thriller,suck,16
2010,Thriller,gun,59
2010,Thriller,sick,37
2010,Thriller,heroin,1
2010,Thriller,kid,46
2010,Thriller,die,83
2010,Thriller,killer,13
2010,Thriller,knife,17
2010,Thriller,hell,236
2010,Thriller,fucker,9
2010,Thriller,devil,13
2010,Thriller,damn,87
2010,Thriller,bullshit,15
2010,Thriller,killed,229
2010,Thriller,spit,6
2010,Thriller,ass,57
2010,Thriller,butt,4
2010,Thriller,dumb,7
2010,Thriller,blowjob,1
2010,Thriller,fear,26
2010,Thriller,period,6
2010,Thriller,burn,15
2010,Thriller,vomit,2
2010,Thriller,screw,9
2010,Thriller,mad,14
2010,Thriller,fat,12
2010,Thriller,crotch,4
2010,Thriller,retard,1
2010,Thriller,church,15
2010,Thriller,dirty,19
2010,Thriller,killing,49
2010,Thriller,stupid,40
2010,Thriller,blind,12
2010,Thriller,buried,23
2010,Thriller,babies,7
2010,Thriller,attack,29
2010,Thriller,desire,5
2010,Thriller,disease,7
2010,Thriller,faith,14
2010,Thriller,crime,18
2010,Thriller,demon,27
2010,Thriller,crap,13
2010,Thriller,hole,11
2010,Thriller,piss,12
2010,Thriller,deposit,7
2010,Thriller,black,24
2010,Thriller,illegal,25
2010,Thriller,slut,2
2010,Thriller,destroy,23
2010,Thriller,breast,3
2010,Thriller,escort,4
2010,Thriller,banging,3
2010,Thriller,weapon,18
2010,Thriller,beast,11
2010,Thriller,suicide,8
2010,Thriller,criminal,15
2010,Thriller,sniper,3
2010,Thriller,lies,15
2010,Thriller,sperm,1
2010,Thriller,raped,3
2010,Thriller,sexual,10
2010,Thriller,crack,8
2010,Thriller,torture,15
2010,Thriller,cunt,2
2010,Thriller,murderer,4
2010,Thriller,penis,3
2010,Thriller,asshole,10
2010,Thriller,bra,1
2010,Thriller,terrorist,11
2010,Thriller,assholes,4
2010,Thriller,god,10
2010,Thriller,motherfucker,6
2010,Thriller,remains,12
2010,Thriller,harder,9
2010,Thriller,porn,10
2010,Thriller,sex,15
2010,Thriller,porno,2
2010,Thriller,fire,26
2010,Thriller,slave,2
2010,Thriller,laid,12
2010,Thriller,joint,4
2010,Thriller,bondage,1
2010,Thriller,goddamn,59
2010,Thriller,panties,3
2010,Thriller,prostitute,2
2010,Thriller,raghead,1
2010,Thriller,hooker,1
2010,Thriller,hook,8
2010,Thriller,fuckers,4
2010,Thriller,pot,4
2010,Thriller,women's,4
2010,Thriller,tits,2
2010,Thriller,naked,5
2010,Thriller,cock,4
2010,Thriller,drunken,3
2010,Thriller,shits,3
2010,Thriller,executed,7
2010,Thriller,poverty,3
2010,Thriller,minority,1
2010,Thriller,servant,5
2010,Thriller,reject,3
2010,Thriller,rape,9
2010,Thriller,sexually,2
2010,Thriller,enemy,12
2010,Thriller,hijack,1
2010,Thriller,color,4
2010,Thriller,colored,1
2010,Thriller,disturbed,2
2010,Thriller,bomb,18
2010,Thriller,failed,15
2010,Thriller,violence,11
2010,Thriller,dies,8
2010,Thriller,pissing,4
2010,Thriller,balls,19
2010,Thriller,murder,21
2010,Thriller,bombs,25
2010,Thriller,failure,3
2010,Thriller,conspiracy,3
2010,Thriller,liquor,10
2010,Thriller,goddamned,2
2010,Thriller,nuke,3
2010,Thriller,cemetery,2
2010,Thriller,execute,4
2010,Thriller,loser,2
2010,Thriller,pussy,7
2010,Thriller,idiot,4
2010,Thriller,shag,2
2010,Thriller,assassinate,2
2010,Thriller,fucks,4
2010,Thriller,fart,2
2010,Thriller,amateur,3
2010,Thriller,dope,3
2010,Thriller,homicide,1
2010,Thriller,assault,4
2010,Thriller,crimes,9
2010,Thriller,orgasm,2
2010,Thriller,whore,4
2010,Thriller,slutty,1
2010,Thriller,masturbate,1
2010,Thriller,cancer,3
2010,Thriller,bombing,2
2010,Thriller,explosion,6
2010,Thriller,terror,4
2010,Thriller,dickhead,1
2010,Thriller,hostage,8
2010,Thriller,boom,4
2010,Thriller,rapist,2
2010,Thriller,robber,3
2010,Thriller,assassin,1
2010,Thriller,stroke,2
2010,Thriller,liberal,2
2010,Thriller,excrement,1
2010,Thriller,executioner,1
2010,Thriller,tongue,1
2010,Thriller,gypo,1
2010,Thriller,adult,2
2010,Thriller,execution,2
2010,Thriller,toilet,5
2010,Thriller,pissed,9
2010,Thriller,ethnic,2
2010,Thriller,sexy,7
2010,Thriller,aroused,1
2010,Thriller,booby,2
2010,Thriller,dumbass,3
2010,Thriller,asses,9
2010,Thriller,shat,1
2010,Thriller,pee,2
2010,Thriller,itch,1
2010,Thriller,crash,1
2010,Thriller,moron,2
2010,Thriller,diddle,1
2010,Thriller,fairy,5
2010,Thriller,crappy,2
2010,Thriller,racist,2
2010,Thriller,latin,1
2010,Thriller,communist,1
2010,Thriller,corruption,1
2010,Thriller,motherfucking,5
2010,Thriller,nigga,1
2010,Thriller,bitches,8
2010,Thriller,mafia,1
2010,Thriller,shite,1
2010,Thriller,criminals,4
2010,Thriller,nasty,2
2010,Thriller,fraud,1
2010,Thriller,radical,2
2010,Thriller,firing,2
2010,Thriller,flange,1
2010,Thriller,shitting,3
2010,Thriller,addicts,1
2010,Thriller,nigger,1
2010,Thriller,shithouse,1
2010,Thriller,abuse,3
2010,Thriller,honky,1
2010,Thriller,dick,8
2010,Thriller,welfare,1
2010,Thriller,horn,2
2010,Thriller,vagina,2
2010,Thriller,spank,1
2010,Thriller,chin,3
2010,Thriller,bi,3
2010,Thriller,gross,1
2010,Thriller,diseases,1
2010,Thriller,horny,1
2010,Thriller,uk,1
2010,Thriller,prick,1
2010,Thriller,sucker,1
2010,Thriller,american,1
2010,Thriller,japanese,2
2010,Thriller,mexican,1
2010,Thriller,willy,1
2010,Thriller,pimp,1
2010,Thriller,fag,2
2010,Thriller,puke,1
2010,Thriller,cigarette,2
2010,Thriller,swallow,1
2010,Thriller,abortion,2
2010,Thriller,premature,1
2010,Thriller,pornography,2
2010,Thriller,jizz,1
2010,Thriller,scum,1
2010,Thriller,pros,2
2010,Thriller,cum,1
2010,Thriller,oral,1
2010,Thriller,meth,1
2010,Thriller,pubic,1
2010,Thriller,pimped,1
2010,Thriller,blackout,1
2010,Thriller,conservative,1
2010,Thriller,pistol,2
2010,Thriller,threesome,1
2010,Thriller,virgin,1
2010,Thriller,lesbian,1
2010,Thriller,xxx,1
2010,Thriller,fu,1
2010,Thriller,chink,1
2010,Thriller,sexed,1
2010,Thriller,faggot,1
2010,Thriller,slant,1
2010,Thriller,cocksucker,1
2010,Thriller,whiskey,1
2010,Thriller,jackass,1
2010,Thriller,propaganda,1
2010,Thriller,pecker,2
2010,Thriller,wetback,1
2010,Thriller,assassination,1
2010,Thriller,boob,1
2010,Thriller,retarded,1
2010,Thriller,lynch,1
decade,genre,bad word,number of appearance
2010,Science,die,13
2010,Science,hell,39
2010,Science,fight,16
2010,Science,damn,16
2010,Science,shooting,4
2010,Science,attack,4
2010,Science,died,11
2010,Science,destroy,14
2010,Science,shoot,5
2010,Science,killing,8
2010,Science,shit,30
2010,Science,fuck,56
2010,Science,weapon,7
2010,Science,enemy,3
2010,Science,butt,2
2010,Science,kid,7
2010,Science,black,11
2010,Science,criminal,3
2010,Science,bigger,8
2010,Science,kill,48
2010,Science,crash,2
2010,Science,death,12
2010,Science,mad,4
2010,Science,slave,1
2010,Science,welfare,1
2010,Science,gun,6
2010,Science,assault,1
2010,Science,burn,4
2010,Science,gangsta,1
2010,Science,period,1
2010,Science,premature,1
2010,Science,angry,2
2010,Science,liberal,2
2010,Science,dirty,4
2010,Science,sexual,3
2010,Science,dead,26
2010,Science,banging,1
2010,Science,sick,6
2010,Science,blow,7
2010,Science,ass,12
2010,Science,illegal,2
2010,Science,pimped,1
2010,Science,bitches,2
2010,Science,prick,1
2010,Science,killed,31
2010,Science,amateur,1
2010,Science,failed,3
2010,Science,girls,8
2010,Science,disease,1
2010,Science,blind,1
2010,Science,spit,1
2010,Science,fear,5
2010,Science,beast,2
2010,Science,stroke,1
2010,Science,murder,4
2010,Science,idiot,1
2010,Science,suck,4
2010,Science,fire,2
2010,Science,lies,5
2010,Science,buried,2
2010,Science,hole,4
2010,Science,devil,2
2010,Science,excrement,1
2010,Science,laid,3
2010,Science,executioner,1
2010,Science,tongue,2
2010,Science,fucking,141
2010,Science,stupid,5
2010,Science,screw,4
2010,Science,bullshit,2
2010,Science,suicide,1
2010,Science,escort,1
2010,Science,penises,1
2010,Science,kills,3
2010,Science,naked,2
2010,Science,bomb,2
2010,Science,goddamn,9
2010,Science,asshole,6
2010,Science,fucked,9
2010,Science,sexy,2
2010,Science,titty,1
2010,Science,queer,2
2010,Science,crack,4
2010,Science,shitting,3
2010,Science,rape,3
2010,Science,tits,1
2010,Science,bitch,4
2010,Science,slut,2
2010,Science,dick,6
2010,Science,fucks,4
2010,Science,sex,11
2010,Science,porno,3
2010,Science,pissed,4
2010,Science,xxx,1
2010,Science,doom,1
2010,Science,horny,1
2010,Science,torture,2
2010,Science,loser,1
2010,Science,balls,4
2010,Science,color,1
2010,Science,gay,5
2010,Science,blowjob,1
2010,Science,dyke,1
2010,Science,hook,3
2010,Science,piss,1
2010,Science,drunk,2
2010,Science,intercourse,1
2010,Science,cum,6
2010,Science,cumming,1
2010,Science,fart,1
2010,Science,orgasm,1
2010,Science,shithouse,1
2010,Science,nude,2
2010,Science,fag,5
2010,Science,homo,1
2010,Science,faggot,1
2010,Science,babe,1
2010,Science,retard,1
2010,Science,pussy,2
2010,Science,vagina,1
2010,Science,clit,2
2010,Science,oral,1
2010,Science,porn,2
2010,Science,biatch,1
2010,Science,pee,1
2010,Science,cock,2
2010,Science,arse,1
2010,Science,radical,1
2010,Science,faith,2
2010,Science,god,1
2010,Science,killer,1
2010,Science,executed,2
2010,Science,crappy,1
2010,Science,pissing,1
2010,Science,deposit,2
2010,Science,sucker,1
2010,Science,fairy,1
2010,Science,sexually,1
2010,Science,dies,1
2010,Science,motherfucking,1
2010,Science,asses,1
2010,Science,pot,1
2010,Science,breast,1
decade,genre,bad word,number of appearance
2010,Romance,angry,18
2010,Romance,kill,126
2010,Romance,devil,3
2010,Romance,dead,40
2010,Romance,died,23
2010,Romance,fear,13
2010,Romance,harder,13
2010,Romance,die,35
2010,Romance,dirty,22
2010,Romance,nude,4
2010,Romance,burn,10
2010,Romance,jihad,1
2010,Romance,blind,15
2010,Romance,sex,54
2010,Romance,racial,2
2010,Romance,killing,30
2010,Romance,death,26
2010,Romance,damn,29
2010,Romance,assholes,1
2010,Romance,attack,11
2010,Romance,killed,43
2010,Romance,terrorist,6
2010,Romance,fight,28
2010,Romance,church,5
2010,Romance,fat,16
2010,Romance,children's,6
2010,Romance,faith,9
2010,Romance,enemy,4
2010,Romance,toilet,3
2010,Romance,color,11
2010,Romance,deposit,4
2010,Romance,hell,122
2010,Romance,black,30
2010,Romance,illegal,3
2010,Romance,stupid,43
2010,Romance,slut,2
2010,Romance,bigger,22
2010,Romance,shoot,22
2010,Romance,fairy,6
2010,Romance,suicide,1
2010,Romance,abuse,3
2010,Romance,loser,5
2010,Romance,gun,7
2010,Romance,suck,23
2010,Romance,execution,1
2010,Romance,jackass,4
2010,Romance,idiot,11
2010,Romance,gay,34
2010,Romance,fag,11
2010,Romance,cock,4
2010,Romance,sexual,15
2010,Romance,pussy,4
2010,Romance,fuck,87
2010,Romance,ass,33
2010,Romance,incest,1
2010,Romance,balls,10
2010,Romance,anal,2
2010,Romance,shit,48
2010,Romance,gross,2
